,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费 
8781,8782,021099,博时中证红利ETF发起式联接A,2025-07-18,1.0706,1.0706,0.44,-0.45,3.14,5.39,6.53,8.24,,,2.53,7.06,9.8389,1.00%
8782,8783,000338,鹏华双债保利债券B,2025-07-18,1.2763,1.6453,0.22,0.13,2.08,3.57,3.05,8.23,7.6,4.84,2.47,76.45,8.2987,0.08%
8783,8784,002009,中欧瑾通灵活配置混合A,2025-07-18,1.5038,1.6462,0.07,0.51,1.47,3.21,3.18,8.23,10.04,11.84,3.21,68.56,8.3099,0.10%
8784,8785,011191,招商瑞安1年持有期混合C,2025-07-18,1.1064,1.1064,0.07,0.79,2.49,5.31,4.57,8.23,8.81,8.8,3.29,10.64,8.2795,0.00%
8785,8786,011800,申万菱信价值精选混合A,2025-07-18,0.7195,0.7195,0.87,2.35,6.37,15.32,13.25,8.23,-5.13,-22.19,14.15,-28.05,9.3133,0.15%
8786,8787,015114,汇添富高端制造股票C,2025-07-18,2.327,2.327,0.52,0.91,3.47,5.2,-0.56,8.23,1.31,-8.75,-2.55,-7.55,8.1822,0.00%
8787,8788,015131,鹏扬稳健优选一年持有混合(FOF)A,2025-07-16,0.9847,0.9847,0.01,0.25,0.87,2.0,2.7,8.23,0.54,,2.38,-1.53,,0.10%
8788,8789,016054,泰康先进材料股票发起C,2025-07-18,0.905,0.905,1.78,1.82,3.58,12.05,10.34,8.23,0.37,,10.5,-9.5,9.9635,0.00%
8789,8790,009460,安信禧悦稳健养老一年持有混合(FOF)A,2025-07-16,1.161,1.161,0.04,0.7,1.51,4.69,4.54,8.23,4.38,3.41,4.1,16.1,,0.12%
8790,8791,019131,天弘多元锐选一年持有混合C,2025-07-18,1.0891,1.0891,0.23,0.18,1.37,2.75,2.1,8.23,,,1.99,8.91,8.5518,0.00%
8791,8792,009233,鹏华安惠混合C,2025-07-18,1.0359,1.0648,0.01,0.14,0.18,0.39,1.28,8.23,1.69,-3.56,1.23,6.44,8.2558,0.00%
8792,8793,001924,华夏国企改革混合,2025-07-18,1.277,1.277,0.39,1.19,4.59,7.31,7.13,8.22,-13.66,-29.72,4.93,27.7,7.4916,0.15%
8793,8794,001364,大成景润灵活配置混合A,2025-07-18,1.1782,1.2932,0.16,-0.28,0.69,3.01,3.18,8.22,12.1,13.5,3.24,30.97,8.7101,0.15%
8794,8795,010273,嘉实价值长青混合A,2025-07-18,0.8928,0.8928,0.46,0.0,0.25,5.41,6.15,8.22,9.47,0.65,5.13,-10.72,10.728,0.15%
8795,8796,010787,华安优势企业混合A,2025-07-18,0.6004,0.6004,0.81,5.17,11.25,17.2,4.33,8.22,1.21,-20.0,3.39,-39.96,9.2431,0.15%
8796,8797,005997,天弘裕利灵活配置混合C,2025-07-18,1.0317,1.0317,0.21,0.39,0.95,2.1,3.07,8.21,-6.39,-8.84,2.65,3.17,8.5086,0.00%
8797,8798,501090,华宝中证消费龙头指数(LOF)A,2025-07-18,1.1985,1.1985,0.5,1.05,3.0,0.77,0.42,8.21,-2.14,-13.48,-2.11,19.85,8.8655,0.10%
8798,8799,011521,鹏扬景源一年持有混合A,2025-07-18,1.0798,1.0798,0.23,0.33,1.29,2.4,2.78,8.21,7.44,7.95,2.38,7.98,8.1097,0.10%
8799,8800,005206,南方优选成长混合C,2025-07-18,3.3903,3.3903,-0.24,1.77,4.64,8.82,1.44,8.2,3.58,-14.47,1.39,37.31,9.4952,0.00%
8800,8801,009232,鹏华安惠混合A,2025-07-18,1.0328,1.0768,0.01,0.14,0.18,0.39,1.27,8.2,1.54,-3.3,1.23,7.6,8.2259,0.08%
8801,8802,009640,中银证券优选行业龙头混合A,2025-07-18,0.4841,0.4841,-1.1,8.47,13.13,20.57,16.34,8.2,-34.45,-57.53,13.69,-51.59,10.6261,0.15%
8802,8803,000110,金鹰元安混合A,2025-07-18,1.4163,1.9584,0.14,0.42,2.02,3.64,4.55,8.19,4.83,-1.27,4.21,96.18,8.3212,0.08%
8803,8804,202103,南方多利增强债券A,2025-07-18,1.2077,2.0326,-0.02,0.62,1.34,3.2,4.11,8.19,7.83,9.73,4.49,124.0,8.1479,0.08%
8804,8805,160921,大成多策略混合(LOF)A,2025-07-18,1.3177,1.6749,0.93,1.98,4.85,9.05,6.39,8.19,-7.92,2.78,5.41,75.46,8.4348,0.15%
8805,8806,005335,浙商全景消费混合A,2025-07-18,1.3392,1.3392,0.47,1.31,2.05,0.37,3.45,8.19,-13.45,-18.66,0.92,33.92,9.7885,0.15%
8806,8807,010880,南方宝升混合C,2025-07-18,0.9535,0.9535,0.28,1.03,2.16,3.83,3.54,8.19,5.17,0.12,3.13,-4.65,8.2662,0.00%
8807,8808,015174,摩根双核平衡混合C,2025-07-18,1.4589,1.6262,-0.73,4.39,7.46,17.7,14.56,8.19,-0.7,-26.39,13.45,-25.35,9.0685,0.00%
8808,8809,017011,广发安润一年持有期混合A,2025-07-18,1.0928,1.0928,0.2,0.58,0.42,1.75,4.46,8.19,8.63,,3.94,9.28,8.2194,0.08%
8809,8810,019410,南方数字经济混合A,2025-07-18,1.1542,1.1542,0.15,6.93,11.66,16.99,3.84,8.19,,,2.0,15.42,10.0496,0.15%
8810,8811,010323,华安平衡养老目标三年持有混合发起式(FOF)A,2025-07-16,0.9145,0.9145,-0.01,0.8,2.44,4.81,4.89,8.19,-0.57,-5.37,3.71,-8.55,,0.12%
8811,8812,001473,建信大安全战略精选股票,2025-07-18,2.8292,2.8292,0.88,0.54,1.97,2.8,-0.88,8.18,2.07,-7.72,-1.68,182.92,8.8196,0.15%
8812,8813,003254,前海开源鼎裕债券A,2025-07-18,1.0588,1.8088,0.09,0.41,1.52,2.95,4.03,8.18,-8.64,-13.87,4.67,72.03,8.1954,0.08%
8813,8814,010751,宝盈优质成长混合A,2025-07-18,0.4909,0.4909,-0.77,0.33,0.35,16.0,6.03,8.18,-30.39,-49.66,6.28,-50.91,7.1366,0.15%
8814,8815,013657,同泰同欣混合A,2025-07-18,0.9577,0.9577,0.03,0.29,0.78,2.11,2.47,8.18,-0.15,-3.36,2.69,-4.23,7.9585,0.06%
8815,8816,040011,华安核心优选混合A,2025-07-18,1.97,3.5,0.41,3.25,7.89,12.71,7.5,8.18,-6.71,-28.03,4.52,421.25,8.0577,0.15%
8816,8817,019779,信澳颐宁养老目标一年持有期混合(FOF)Y,2025-07-16,1.069,1.069,0.07,0.49,0.99,3.12,4.89,8.18,,,4.18,8.21,,0.00%
8817,8818,110028,易方达安心回报债券B,2025-07-18,2.0229,3.0699,0.19,0.31,0.97,2.64,2.62,8.17,9.19,6.19,2.32,273.27,8.42,0.00%
8818,8819,008976,富国中证消费50ETF联接C,2025-07-18,1.2175,1.2175,0.58,1.11,2.83,0.38,1.88,8.17,-0.96,-13.38,-0.76,21.75,8.9193,0.00%
8819,8820,008457,招商瑞阳混合C,2025-07-18,1.2236,1.3361,-0.01,-0.27,0.94,1.37,-0.02,8.17,2.05,3.21,-0.48,33.97,7.9203,0.00%
8820,8821,017295,长城恒康稳健养老一年持有混合发起式(FOF)Y,2025-07-16,1.0592,1.0592,0.01,0.23,0.84,2.98,3.83,8.17,6.05,,3.32,7.64,,0.00%
8821,8822,519669,银河领先债券A,2025-07-18,1.2774,1.8014,0.02,0.23,0.51,1.45,2.42,8.16,11.21,13.81,2.73,100.29,8.1626,0.04%
8822,8823,012250,安信平衡增利混合A,2025-07-18,1.1953,1.2353,0.39,-0.17,2.64,4.34,2.78,8.16,15.97,14.68,2.79,24.02,10.1456,0.12%
8823,8824,017982,东财成长优选C,2025-07-18,0.6876,0.6876,-0.55,-0.04,0.45,5.11,4.95,8.16,-23.63,,0.7,-31.24,7.5047,0.00%
8824,8825,021168,中泰红利量化选股股票发起C,2025-07-18,1.0629,1.0629,0.32,0.22,2.58,4.52,3.3,8.16,,,1.11,6.29,,0.00%
8825,8826,519018,汇添富均衡增长混合,2025-07-18,0.5334,3.6064,0.13,3.13,7.76,9.39,3.86,8.15,-5.78,-22.34,3.31,318.14,8.8349,0.15%
8826,8827,000527,南方新优享灵活配置混合A,2025-07-18,3.3712,3.3712,0.11,3.74,6.74,15.6,10.2,8.15,4.96,-22.73,9.15,237.12,9.4972,0.15%
8827,8828,005760,富国周期优势混合A,2025-07-18,2.2377,2.4879,0.42,0.87,2.84,5.99,6.1,8.15,0.97,-5.25,4.65,148.62,8.484,0.15%
8828,8829,006449,浙商汇金量化精选混合,2025-07-18,1.0711,1.0711,-1.1,8.21,11.47,19.09,8.95,8.15,-15.13,-36.35,9.73,7.11,10.5024,0.15%
8829,8830,014095,南方誉盈一年持有混合C,2025-07-18,1.1287,1.1287,0.22,0.7,1.53,3.23,4.0,8.15,6.64,15.02,3.2,12.87,8.1648,0.00%
8830,8831,014698,南方誉稳一年持有混合C,2025-07-18,1.1418,1.1418,0.21,0.66,1.46,3.1,3.82,8.15,6.82,13.76,3.13,14.18,8.1455,0.00%
8831,8832,017228,易方达汇裕积极养老五年持有混合(FOF)A,2025-07-17,1.0593,1.0593,1.2,2.79,6.59,12.66,10.18,8.15,,,9.19,5.93,,0.12%
8832,8833,020273,富国中证细分化工产业主题ETF发起式联接A,2025-07-18,1.0339,1.0339,1.94,2.01,4.96,8.93,3.88,8.15,,,3.34,3.39,9.338,0.12%
8833,8834,080008,长盛战略新兴产业混合A,2025-07-18,2.525,2.575,0.28,0.72,3.61,6.05,7.04,8.14,2.68,-0.16,5.3,165.04,8.2297,0.15%
8834,8835,001633,万家瑞祥混合A,2025-07-18,1.2172,1.3782,0.12,0.79,1.86,3.43,3.66,8.14,8.75,3.51,2.92,42.26,7.9461,0.06%
8835,8836,015635,汇安价值先锋混合A,2025-07-18,0.6911,0.6911,0.13,4.1,7.66,7.51,6.47,8.14,-20.03,,4.19,-30.89,8.9719,0.15%
8836,8837,001302,前海开源金银珠宝混合A,2025-07-18,1.849,1.849,0.82,0.87,-1.49,5.72,25.53,8.13,30.76,62.34,35.16,84.9,13.5749,0.15%
8837,8838,002765,新华双利债券A,2025-07-18,1.3044,1.3044,0.0,0.17,4.7,6.01,7.17,8.13,-2.5,-2.94,8.84,30.44,8.1054,0.08%
8838,8839,007439,东海科技动力A,2025-07-18,1.2682,1.2682,0.05,3.09,4.56,10.34,14.08,8.13,-15.33,-32.85,11.76,26.82,7.9411,0.15%
8839,8840,018947,汇添富沪深300安中指数C,2025-07-18,1.9163,2.4243,0.6,2.16,5.33,8.36,6.27,8.13,,,2.79,4.15,8.7077,0.00%
8840,8841,004405,国寿安保稳寿混合A,2025-07-18,1.1283,1.481,0.12,0.22,1.27,1.49,1.87,8.12,9.75,9.04,1.31,56.27,8.0023,0.08%
8841,8842,009428,鹏扬景沣六个月持有期混合A,2025-07-18,1.1715,1.1715,0.21,0.31,1.03,1.81,2.49,8.12,7.04,7.61,2.06,17.15,7.9624,0.10%
8842,8843,019082,山证资管中债1-3年国开债指数C,2025-07-18,1.0575,1.0925,0.0,0.06,-0.02,0.42,0.76,8.12,,,0.97,9.26,8.0324,0.00%
8843,8844,021820,嘉实新思路混合C,2025-07-18,1.1605,1.1605,0.04,0.15,0.55,1.41,1.54,8.12,,,1.69,8.51,7.8532,0.00%
8844,8845,003126,长信易进混合A,2025-07-18,1.2934,1.2934,-0.08,-0.17,0.33,1.44,-0.92,8.11,10.82,7.77,-1.3,29.34,8.0986,0.08%
8845,8846,015147,华夏兴融混合(LOF)C,2025-07-18,0.6983,0.6983,0.22,0.14,0.29,1.62,2.27,8.11,-12.75,-26.64,2.38,-29.7,9.0583,0.00%
8846,8847,013715,方正富邦泰利12个月持有混合C,2025-07-18,0.9743,0.9743,0.0,0.16,0.14,1.31,2.11,8.11,-0.59,-2.34,1.72,-2.57,8.0754,0.00%
8847,8848,008589,大成景润灵活配置混合C,2025-07-18,1.1745,1.1745,0.16,-0.28,0.69,2.97,3.12,8.11,11.86,,3.17,12.28,8.5992,0.00%
8848,8849,320011,诺安中小盘精选混合A,2025-07-18,3.031,4.061,0.6,0.46,3.55,3.66,5.46,8.1,-2.07,17.62,2.85,376.13,7.6732,0.15%
8849,8850,005006,中金瑞安混合发起C,2025-07-18,1.437,1.437,-0.14,2.28,5.43,8.72,-1.17,8.1,-0.39,-6.11,-1.6,43.7,9.1448,0.00%
8850,8851,003127,长信易进混合C,2025-07-18,1.2812,1.2812,-0.09,-0.17,0.33,1.43,-0.93,8.1,10.8,7.73,-1.31,28.12,8.0908,0.00%
8851,8852,009313,前海联合价值优选混合C,2025-07-18,1.0408,1.0408,1.04,1.49,4.74,3.76,1.44,8.1,-18.33,-20.25,-1.59,4.08,7.8549,0.00%
8852,8853,010840,易方达瑞安灵活配置混合C,2025-07-18,1.0667,1.0667,0.09,0.21,0.76,1.68,1.58,8.1,-4.37,-0.49,0.92,6.67,8.1626,0.00%
8853,8854,014000,中欧丰利债券A,2025-07-18,1.1045,1.1045,0.21,0.59,1.34,3.01,4.26,8.1,9.42,10.72,3.94,10.45,8.2631,0.08%
8854,8855,013496,信澳产业优选一年持有混合C,2025-07-18,0.5269,0.5269,0.13,2.63,5.09,11.0,13.83,8.1,-28.03,-48.76,14.87,-47.31,8.9762,0.00%
8855,8856,014667,工银优质发展混合C,2025-07-18,0.9999,0.9999,-0.59,0.78,6.84,8.55,3.92,8.1,4.8,-1.32,0.86,-0.01,8.5668,0.00%
8856,8857,001844,九泰久益混合C,2025-07-18,2.123,2.257,0.52,0.62,3.06,0.38,-0.61,8.1,-0.56,-11.25,-1.07,140.14,6.8445,0.00%
8857,8858,016445,中泰研究精选6个月持有股票C,2025-07-18,0.9427,0.9427,0.77,0.24,2.42,-0.63,3.05,8.1,-3.15,,1.91,-5.73,8.083,0.00%
8858,8859,020461,华安中证国有企业红利ETF发起式联接A,2025-07-18,1.1468,1.1468,0.56,-0.53,2.84,5.73,6.2,8.1,,,2.26,14.68,10.0048,0.06%
8859,8860,162212,宏利红利先锋混合A,2025-07-18,0.989,1.829,0.61,2.81,10.01,12.64,10.13,8.09,-1.4,-9.01,8.09,86.59,6.4586,0.15%
8860,8861,002513,金鹰元安混合C,2025-07-18,1.3796,1.5186,0.14,0.41,2.01,3.61,4.5,8.09,4.61,-1.57,4.15,52.09,8.2124,0.00%
8861,8862,010940,大成安享得利六月持有混合A,2025-07-18,1.118,1.118,0.04,0.12,0.27,1.24,3.39,8.09,9.58,9.11,4.27,11.8,8.7654,0.08%
8862,8863,013824,汇丰晋信慧悦混合,2025-07-18,1.1054,1.1054,0.32,0.87,3.15,4.16,5.65,8.08,8.88,9.42,4.82,10.54,8.0336,0.12%
8863,8864,011168,嘉实睿享安久双利18个月持有期债券,2025-07-18,1.1171,1.1171,0.12,0.62,1.53,3.4,4.12,8.07,6.91,7.68,4.24,11.71,7.9845,0.06%
8864,8865,016204,东方沪深300指数增强A,2025-07-18,1.087,1.087,0.58,1.5,4.92,9.57,4.28,8.07,8.46,,2.26,8.7,9.3451,0.15%
8865,8866,481006,工银红利混合,2025-07-18,0.7573,1.7026,0.64,0.79,3.29,6.65,6.29,8.06,9.33,-16.96,6.3,59.21,10.0087,0.15%
8866,8867,007649,博时颐泽平衡养老(FOF)A,2025-07-16,1.2611,1.2611,-0.08,0.59,1.64,5.76,6.08,8.06,6.43,7.19,5.43,26.11,,0.08%
8867,8868,004406,国寿安保稳寿混合C,2025-07-18,1.1232,1.4717,0.12,0.22,1.26,1.47,1.82,8.06,9.6,8.78,1.26,55.07,7.9481,0.00%
8868,8869,014108,博时品质生活混合C,2025-07-18,0.672,0.672,0.09,2.97,6.09,12.81,8.44,8.06,-7.81,-29.53,5.73,-32.8,9.215,0.00%
8869,8870,011627,嘉实匠心回报混合C,2025-07-18,0.709,0.709,0.87,0.93,2.52,4.14,2.58,8.05,-7.19,-19.55,0.97,-29.1,8.5924,0.00%
8870,8871,018005,光大新增长混合C,2025-07-18,1.2077,1.2077,0.17,1.79,4.26,12.28,3.54,8.05,-12.36,,1.52,-14.38,9.0376,0.00%
8871,8872,021012,招商招享纯债D,2025-07-18,1.0845,1.0945,-0.08,-0.02,-0.06,0.09,-0.8,8.05,,,-0.69,9.31,7.9427,0.09%
8872,8873,002803,东方红沪港深混合,2025-07-18,1.693,1.693,0.71,3.29,7.9,14.62,10.73,8.04,-11.18,-31.71,8.04,69.3,8.2481,0.15%
8873,8874,006539,南方优选价值混合C,2025-07-18,0.8972,1.6182,0.62,1.21,4.79,6.52,6.04,8.04,-1.84,-17.46,3.29,56.22,9.2281,0.00%
8874,8875,009064,鹏扬景沃六个月持有期混合A,2025-07-18,1.158,1.158,0.22,0.33,1.11,2.09,2.75,8.04,7.34,7.65,2.33,15.8,7.9418,0.12%
8875,8876,010606,创金合信鑫祥混合C,2025-07-18,1.2061,1.2061,0.06,0.12,0.7,1.81,3.54,8.04,9.16,13.96,3.34,20.61,8.1995,0.00%
8876,8877,009740,博时研究臻选持有期混合A,2025-07-18,1.1436,1.1436,1.57,1.72,8.15,16.79,16.24,8.04,20.23,-1.22,16.84,14.36,10.6638,0.12%
8877,8878,011818,鹏扬景阳一年持有混合A,2025-07-18,1.0963,1.0963,0.21,0.3,1.07,1.93,2.71,8.04,7.42,8.5,2.3,9.63,7.9354,0.10%
8878,8879,017918,浙商汇金卓越稳健3个月持有混合发起式(FOF)C,2025-07-17,1.0338,1.0338,0.23,0.34,1.36,6.07,5.05,8.04,,,6.0,3.38,,0.00%
8879,8880,121003,国投瑞银核心企业混合,2025-07-18,0.8122,2.8585,0.51,2.02,5.32,9.08,5.71,8.03,-3.85,-17.27,4.68,256.01,8.9032,0.15%
8880,8881,005284,华商可转债债券C,2025-07-18,1.6491,1.6491,0.75,0.41,6.17,9.37,10.43,8.03,10.36,6.93,9.93,64.91,9.8668,0.00%
8881,8882,010907,博远优享混合C,2025-07-18,0.934,0.934,0.39,0.1,2.52,3.56,3.4,8.03,1.62,-1.91,2.26,-6.6,7.9394,0.00%
8882,8883,017770,博时信享一年持有期混合C,2025-07-18,1.0176,1.0176,0.9,1.1,3.39,3.07,5.6,8.03,5.37,,6.15,1.76,8.2899,0.00%
8883,8884,021100,博时中证红利ETF发起式联接C,2025-07-18,1.068,1.068,0.44,-0.45,3.13,5.35,6.42,8.03,,,2.42,6.8,9.6284,0.00%
8884,8885,110003,易方达上证50增强A,2025-07-18,1.9449,3.9349,0.79,1.74,6.27,8.16,8.32,8.02,11.32,0.55,5.07,534.14,9.4063,0.15%
8885,8886,009159,前海联合智选3个月持有混合(FOF)A,2025-07-17,1.1634,1.1634,0.16,0.29,1.22,2.76,2.76,8.02,7.18,7.57,2.48,16.34,,0.08%
8886,8887,016611,富国稳健添盈债券C,2025-07-18,1.0533,1.0533,0.1,0.38,1.63,3.97,5.08,8.02,5.22,,4.79,5.33,8.1639,0.00%
8887,8888,018277,博时稳健增利债券A,2025-07-18,1.1008,1.1008,0.15,0.42,0.89,3.35,3.69,8.02,9.92,,3.45,10.08,8.0911,0.80%
8888,8889,019944,兴业恒益6个月持有期债券C,2025-07-18,1.0891,1.0891,0.1,0.95,2.13,3.68,3.75,8.02,,,3.9,8.91,7.9707,0.00%
8889,8890,519008,汇添富优势精选混合,2025-07-18,2.2788,7.809,0.47,1.6,6.12,8.5,5.35,8.01,-9.37,-23.48,4.62,1279.22,9.6843,0.15%
8890,8891,001938,中欧时代先锋股票A,2025-07-18,1.3804,2.7052,0.72,3.6,8.3,15.5,9.85,8.01,0.93,-14.39,10.21,226.89,8.5391,0.15%
8891,8892,010525,富国天兴回报混合C,2025-07-18,1.1572,1.1572,0.31,0.83,1.67,3.76,5.31,8.01,11.48,9.08,4.4,15.72,7.978,0.00%
8892,8893,017167,景顺长城策略精选灵活配置混合C,2025-07-18,2.911,2.911,0.73,4.98,7.93,11.58,1.22,8.01,-0.24,,2.54,12.61,8.2156,0.00%
8893,8894,017135,博道和祥多元稳健债券C,2025-07-18,1.0764,1.0764,0.04,0.21,1.05,2.14,2.0,8.01,6.94,,1.71,7.64,8.0181,0.00%
8894,8895,017917,浙商汇金卓越稳健3个月持有混合发起式(FOF)A,2025-07-17,1.0547,1.0547,0.23,0.33,1.34,4.57,4.02,8.01,,,3.92,5.47,,0.10%
8895,8896,006862,招商和悦稳健养老一年持有期混合(FOF)C,2025-07-16,1.3443,1.3443,0.13,0.26,0.95,2.19,2.97,8.0,5.97,6.48,2.63,34.43,,0.00%
8896,8897,009394,银华同力精选混合,2025-07-18,0.9488,0.9488,0.9,-0.5,-2.63,0.55,18.96,8.0,5.68,7.39,23.11,-5.12,12.1911,0.15%
8897,8898,009607,长信稳健精选混合C,2025-07-18,1.1096,1.1096,-0.07,-0.1,0.5,1.57,-1.03,8.0,2.49,-0.75,-1.34,10.96,7.9587,0.00%
8898,8899,012038,银华尊颐稳健养老目标一年持有混合发起式(FOF)A,2025-07-16,0.9954,0.9954,0.04,0.25,1.06,2.97,3.04,8.0,1.53,-0.94,2.57,-0.46,,0.10%
8899,8900,217023,招商信用增强债券A,2025-07-18,1.1255,1.6976,0.08,0.29,0.97,3.29,4.03,7.99,10.81,14.1,3.84,92.05,7.8568,0.08%
8900,8901,001282,华安新机遇灵活配置混合A,2025-07-18,1.5272,1.5272,-0.13,0.9,3.29,5.14,4.01,7.99,6.57,3.5,3.62,52.72,8.0974,0.12%
8901,8902,006891,华夏养老2050五年持有混合发起式(FOF)A,2025-07-16,1.2849,1.2849,0.33,1.21,4.31,12.76,10.22,7.99,-0.1,-17.14,8.37,28.49,,0.15%
8902,8903,100032,富国中证红利指数增强A,2025-07-18,1.021,3.262,0.39,-0.1,3.55,7.7,8.42,7.99,14.57,21.57,4.37,379.55,9.6136,0.15%
8903,8904,013300,工银价值稳健6个月持有混合(FOF)A,2025-07-17,1.0579,1.0579,0.19,0.46,1.06,2.41,3.8,7.99,5.97,5.92,3.48,5.79,,0.08%
8904,8905,016972,华夏鑫逸优选18个月持有混合(FOF)A,2025-07-16,0.9123,0.9123,0.05,1.36,3.26,8.56,8.39,7.99,-8.31,,6.06,-8.77,,0.12%
8905,8906,001446,招商丰泽混合C,2025-07-18,1.786,1.786,0.45,1.65,7.2,13.9,7.53,7.98,7.79,10.73,4.63,78.6,6.3095,0.15%
8906,8907,168301,东海祥龙(LOF)A,2025-07-18,0.8921,0.8921,0.6,0.64,3.94,8.19,8.85,7.98,-12.77,-25.44,7.31,-10.79,9.0453,0.08%
8907,8908,010941,大成安享得利六月持有混合C,2025-07-18,1.1132,1.1132,0.04,0.12,0.26,1.21,3.34,7.98,9.35,8.77,4.21,11.32,8.6579,0.00%
8908,8909,009401,华安添瑞6个月混合C,2025-07-18,1.174,1.204,-0.04,-0.24,1.11,2.2,2.56,7.98,9.09,12.02,2.27,20.83,7.6176,0.00%
8909,8910,009424,招商瑞信稳健配置混合C,2025-07-18,1.1707,1.2267,0.07,0.84,2.48,5.29,4.55,7.98,8.28,7.83,3.25,22.99,8.048,0.00%
8910,8911,014889,东方红锦融甄选18个月持有混合C,2025-07-18,1.1137,1.1137,0.06,0.76,2.04,4.22,4.91,7.98,8.98,11.3,4.41,11.37,8.1787,0.00%
8911,8912,019521,景顺长城价值发现混合A1,2025-07-18,1.209,1.209,0.78,3.11,5.84,11.05,9.75,7.98,,,9.52,20.9,9.5605,0.15%
8912,8913,003219,前海开源祥和债券C,2025-07-18,1.5735,1.6435,0.0,0.0,-0.03,0.52,1.73,7.97,13.14,14.93,2.14,65.26,8.42,0.00%
8913,8914,011548,九泰久慧混合A,2025-07-18,0.9687,0.9687,0.19,-0.03,2.15,3.56,2.66,7.97,5.11,3.08,1.28,-3.13,8.9161,0.15%
8914,8915,012053,财通资管新聚益6个月持有混合发起式C,2025-07-18,1.0873,1.0873,0.03,0.06,0.09,0.33,1.77,7.97,7.81,7.83,2.07,8.73,8.4156,0.00%
8915,8916,004083,国联安鑫隆混合A,2025-07-18,1.7082,1.7332,0.2,0.2,1.5,2.4,3.26,7.96,10.78,10.68,2.44,75.04,8.0729,0.04%
8916,8917,010056,平安瑞兴1年持有混合A,2025-07-18,1.37,1.37,0.15,0.5,0.97,1.72,2.17,7.96,19.93,25.83,2.61,37.0,7.679,0.08%
8917,8918,013635,申万菱信双利混合C,2025-07-18,0.9605,0.9605,0.16,1.04,1.47,3.58,3.92,7.96,3.21,0.17,3.67,-3.95,8.1157,0.00%
8918,8919,021108,国泰君安180天持有债券发起A,2025-07-18,1.0878,1.0878,-0.06,-0.01,0.15,0.89,1.56,7.96,,,2.15,8.78,7.8632,0.04%
8919,8920,001415,中信保诚新锐混合A,2025-07-18,1.0989,1.2196,0.67,1.37,5.81,9.23,5.26,7.95,3.57,2.8,5.26,23.56,7.947,0.15%
8920,8921,002207,前海开源金银珠宝混合C,2025-07-18,1.807,1.807,0.78,0.84,-1.53,5.61,25.4,7.95,30.47,61.77,35.05,80.7,13.4338,0.00%
8921,8922,015194,汇添富新兴消费股票C,2025-07-18,1.372,1.372,-0.36,1.18,3.08,2.69,-2.83,7.95,-7.86,-26.36,-2.07,-17.7,8.0315,0.00%
8922,8923,020195,汇添富中证红利ETF发起式联接A,2025-07-18,1.113,1.153,0.44,-0.42,3.09,5.19,5.82,7.95,,,1.59,15.53,9.5624,0.06%
8923,8924,001834,长盛战略新兴产业混合C,2025-07-18,1.413,1.413,0.28,0.71,3.59,6.0,6.96,7.94,2.32,-0.77,5.21,41.3,8.0275,0.00%
8924,8925,009329,华宝中证消费龙头指数(LOF)C,2025-07-18,1.1834,1.1834,0.51,1.05,2.98,0.71,0.3,7.94,-2.62,-14.12,-2.23,28.18,8.5987,0.00%
8925,8926,019607,诺安先进制造股票C,2025-07-18,2.87,2.87,0.46,0.31,2.35,1.63,5.98,7.94,,,2.87,6.77,7.7732,0.00%
8926,8927,020274,富国中证细分化工产业主题ETF发起式联接C,2025-07-18,1.0307,1.0307,1.95,2.01,4.95,8.88,3.78,7.94,,,3.22,3.07,9.1265,0.00%
8927,8928,519003,海富通收益增长混合,2025-07-18,2.246,3.906,-0.04,3.41,7.31,12.58,8.03,7.93,3.45,-9.44,7.88,673.32,8.9234,0.15%
8928,8929,011037,富国长期成长混合A,2025-07-18,0.7618,0.7618,0.5,0.79,3.0,5.29,4.4,7.93,-5.54,-20.79,4.13,-23.82,9.6115,0.15%
8929,8930,012534,嘉实价值驱动一年持有期混合C,2025-07-18,0.9544,0.9544,0.3,-0.29,0.3,3.16,4.34,7.93,7.93,6.45,4.04,-4.56,9.878,0.00%
8930,8931,015937,中信保诚鼎利混合(LOF)C,2025-07-18,1.1797,1.1797,-0.39,7.52,11.99,6.26,0.53,7.93,-9.39,-9.34,-0.24,-0.14,8.648,0.00%
8931,8932,017763,银河领先债券C,2025-07-18,1.2693,1.3023,0.02,0.22,0.49,1.39,2.31,7.93,10.7,,2.59,12.9,7.9337,0.00%
8932,8933,002777,招商安荣混合C,2025-07-18,1.4874,1.5382,0.68,1.03,6.61,13.01,7.54,7.92,4.23,6.65,4.57,54.55,6.3112,0.00%
8933,8934,001634,万家瑞祥混合C,2025-07-18,1.2028,1.3577,0.12,0.8,1.84,3.38,3.56,7.92,8.31,2.89,2.8,39.8,7.7295,0.00%
8934,8935,007463,东海科技动力C,2025-07-18,1.2293,1.2293,0.06,3.09,4.54,10.29,13.97,7.92,-15.66,-33.69,11.64,22.93,7.7388,0.00%
8935,8936,011707,东吴配置优化混合C,2025-07-18,1.5038,1.5038,-0.64,8.29,14.51,24.4,9.07,7.92,6.07,-27.84,9.69,-14.95,9.0421,0.00%
8936,8937,010231,南方宝昌混合C,2025-07-18,1.0615,1.0615,0.27,0.74,1.92,3.91,2.68,7.92,8.15,5.44,1.17,6.15,7.8979,0.00%
